time;gFx;gFy;gFz;ax;ay;az;wx;wy;wz;P
4.542;0,28;-0,47;0,23;8,99;0,48;7,55;0,18;1,52;1,22;0,00
4.552;0,35;-0,62;0,33;8,99;0,48;7,55;0,18;1,52;1,22;0,00
4.592;0,35;-0,62;0,33;9,63;-0,74;8,18;0,18;1,52;1,22;0,00
4.593;0,35;-0,62;0,33;9,41;-0,73;8,10;0,18;1,52;1,22;0,00
4.621;0,13;-0,87;0,17;9,41;-0,73;8,10;0,18;1,52;1,22;0,00
4.622;0,13;-0,87;0,17;9,41;-0,73;8,10;0,74;0,45;0,07;0,00
4.664;0,13;-0,87;0,17;9,04;-2,65;7,58;0,74;0,45;0,07;0,00
4.689;-0,16;-1,47;0,02;9,04;-2,65;7,58;0,74;0,45;0,07;0,00
4.699;-0,16;-1,47;0,02;9,04;-2,65;7,58;0,76;-2,45;-1,52;0,00
4.729;-0,16;-1,47;0,02;5,51;-6,66;6,17;0,76;-2,45;-1,52;0,00
4.73;-0,16;-1,47;0,02;5,51;-5,76;4,73;0,76;-2,45;-1,52;0,00
4.739;-0,16;-1,47;0,02;5,51;-5,76;4,73;0,51;-4,57;-3,86;0,00
4.771;-0,61;-2,11;-0,01;5,51;-5,76;4,73;0,51;-4,57;-3,86;0,00
4.798;-0,61;-2,11;-0,01;1,98;-9,95;-0,09;0,51;-4,57;-3,86;0,00
4.799;-0,61;-2,11;-0,01;0,92;-8,99;-0,82;0,51;-4,57;-3,86;0,00
4.818;-0,61;-2,11;-0,01;0,92;-8,99;-0,82;-0,81;-5,15;-4,44;0,00
4.828;-1,10;-2,47;0,61;0,92;-8,99;-0,82;-0,81;-5,15;-4,44;0,00
4.867;-1,10;-2,47;0,61;-5,99;-15,13;4,74;-0,81;-5,15;-4,44;0,00
4.868;-1,10;-2,47;0,61;-7,12;-14,54;4,55;-0,81;-5,15;-4,44;0,00
4.896;-1,10;-2,47;0,61;-7,12;-14,54;4,55;-0,64;-3,81;-3,30;0,00
4.897;-1,41;-1,15;0,42;-7,12;-14,54;4,55;-0,64;-3,81;-3,30;0,00
4.936;-1,41;-1,15;0,42;-7,12;-14,54;4,55;0,32;-2,12;-1,62;0,00
4.937;-1,41;-1,15;0,42;-12,13;-8,51;6,21;0,32;-2,12;-1,62;0,00
4.966;-0,87;-0,01;-0,24;-12,13;-8,51;6,21;0,32;-2,12;-1,62;0,00
